DATE,CLOSE
2/3/18 23:00,0.15751753
3/3/18 23:00,0.15751753
4/3/18 23:00,0.15751753
5/3/18 23:00,0.15747784
6/3/18 23:00,0.15846605
7/3/18 23:00,0.15808278
8/3/18 23:00,0.15766654
9/3/18 23:00,0.15786317
10/3/18 23:00,0.15786317
11/3/18 23:00,0.15786317
12/3/18 23:00,0.1579729
13/3/18 23:00,0.15819532
14/3/18 23:00,0.158303
15/3/18 23:00,0.1581778
16/3/18 23:00,0.15793048
17/3/18 23:00,0.15793048
18/3/18 23:00,0.15793048
19/3/18 23:00,0.15791552
20/3/18 23:00,0.15788311
21/3/18 23:00,0.15818781
22/3/18 23:00,0.15783825
23/3/18 23:00,0.15846354
24/3/18 23:00,0.15846354
25/3/18 23:00,0.15846354
26/3/18 23:00,0.1594032
27/3/18 23:00,0.15917991
28/3/18 23:00,0.15900274
29/3/18 23:00,0.15898505
30/3/18 23:00,0.1590685
31/3/18 23:00,0.1590685
1/4/18 23:00,0.1590685
2/4/18 23:00,0.159223
3/4/18 23:00,0.15900021
4/4/18 23:00,0.15867224
5/4/18 23:00,0.15864203
6/4/18 23:00,0.15867979
7/4/18 23:00,0.15867979
8/4/18 23:00,0.15867979
9/4/18 23:00,0.15854645
10/4/18 23:00,0.15914191
11/4/18 23:00,0.15949727
12/4/18 23:00,0.1589623
13/4/18 23:00,0.1593651
14/4/18 23:00,0.1593651
15/4/18 23:00,0.1593651
16/4/18 23:00,0.15932193
17/4/18 23:00,0.15919512
18/4/18 23:00,0.15909638
19/4/18 23:00,0.15934988
20/4/18 23:00,0.1588188
21/4/18 23:00,0.1588188
22/4/18 23:00,0.1588184
23/4/18 23:00,0.15864208
24/4/18 23:00,0.15856657
25/4/18 23:00,0.15808278
26/4/18 23:00,0.15781335
27/4/18 23:00,0.15790305
28/4/18 23:00,0.15790305
29/4/18 23:00,0.15790305
30/4/18 23:00,0.15789807
1/5/18 23:00,0.15789557
2/5/18 23:00,0.15717095
3/5/18 23:00,0.15734406
4/5/18 23:00,0.15719687
5/5/18 23:00,0.15714017
6/5/18 23:00,0.15716599
7/5/18 23:00,0.15703765
8/5/18 23:00,0.15705988
9/5/18 23:00,0.15670299
10/5/18 23:00,0.15724512
11/5/18 23:00,0.15787602
