DATE,CLOSE
2/3/18 23:00,6.3485
3/3/18 23:00,6.3485
4/3/18 23:00,6.3485
5/3/18 23:00,6.3495
6/3/18 23:00,6.3105
7/3/18 23:00,6.3258
8/3/18 23:00,6.3426
9/3/18 23:00,6.3346
10/3/18 23:00,6.3346
11/3/18 23:00,6.3346
12/3/18 23:00,6.3302
13/3/18 23:00,6.3212
14/3/18 23:00,6.3169
15/3/18 23:00,6.3219
16/3/18 23:00,6.3319
17/3/18 23:00,6.3319
18/3/18 23:00,6.3319
19/3/18 23:00,6.3332
20/3/18 23:00,6.334
21/3/18 23:00,6.3217
22/3/18 23:00,6.3354
23/3/18 23:00,6.3106
24/3/18 23:00,6.3106
25/3/18 23:00,6.3106
26/3/18 23:00,6.2725
27/3/18 23:00,6.2822
28/3/18 23:00,6.2892
29/3/18 23:00,6.2899
30/3/18 23:00,6.2866
31/3/18 23:00,6.2866
1/4/18 23:00,6.2866
2/4/18 23:00,6.2805
3/4/18 23:00,6.2894
4/4/18 23:00,6.3023
5/4/18 23:00,6.3035
6/4/18 23:00,6.302
7/4/18 23:00,6.302
8/4/18 23:00,6.302
9/4/18 23:00,6.3073
10/4/18 23:00,6.2825
11/4/18 23:00,6.2697
12/4/18 23:00,6.2919
13/4/18 23:00,6.2749
14/4/18 23:00,6.2749
15/4/18 23:00,6.2749
16/4/18 23:00,6.2766
17/4/18 23:00,6.2816
18/4/18 23:00,6.2855
19/4/18 23:00,6.2755
20/4/18 23:00,6.2965
21/4/18 23:00,6.2965
22/4/18 23:00,6.2965
23/4/18 23:00,6.3035
24/4/18 23:00,6.3069
25/4/18 23:00,6.3255
26/4/18 23:00,6.3365
27/4/18 23:00,6.333
28/4/18 23:00,6.333
29/4/18 23:00,6.333
30/4/18 23:00,6.3332
1/5/18 23:00,6.3333
2/5/18 23:00,6.3625
3/5/18 23:00,6.3555
4/5/18 23:00,6.36145
5/5/18 23:00,6.36375
6/5/18 23:00,6.3627
7/5/18 23:00,6.3667
8/5/18 23:00,6.367
9/5/18 23:00,6.3815
10/5/18 23:00,6.3595
11/5/18 23:00,6.3341
