DATE,CLOSE,HIGH,LOW,OPEN,VOLUME
2/3/18 2:00,1105.3592,1111.3459,1101.5226,1104.2385,44976030
2/3/18 3:00,1102.9059,1107.9027,1101.5677,1105.2846,39702787
2/3/18 4:00,1105.3869,1106.7723,1102.0941,1103.2368,28104935
2/3/18 5:00,1105.4088,1105.4088,1105.4088,1105.4088,1700
2/3/18 6:00,1103.7532,1108.4067,1102.971,1105.4578,28973561
2/3/18 7:00,1103.3637,1105.0889,1101.5553,1103.324,61951227
5/3/18 2:00,1099.857,1105.4794,1098.6728,1104.1597,37041733
5/3/18 3:00,1096.2433,1102.4964,1094.3511,1100.3078,69065855
5/3/18 4:00,1095.0211,1096.3934,1092.5012,1096.0246,22591570
5/3/18 5:00,1095.241,1095.241,1095.241,1095.241,107200
5/3/18 6:00,1097.6944,1098.5884,1094.8828,1095.2941,32083490
5/3/18 7:00,1096.8675,1100.3303,1095.152,1097.536,44316663
6/3/18 2:00,1099.5109,1102.6638,1095.489,1095.489,51897091
6/3/18 3:00,1090.6378,1099.7397,1088.3623,1099.6357,46903279
6/3/18 4:00,1093.6968,1093.8757,1089.6358,1090.9042,22369501
6/3/18 5:00,1093.7777,1093.7777,1093.7777,1093.7777,116226
6/3/18 6:00,1093.3305,1095.9716,1092.1625,1094.2681,46405700
6/3/18 7:00,1098.6599,1099.0118,1093.3204,1093.3204,42706533
7/3/18 2:00,1095.3793,1100.096,1094.5782,1099.756,32375154
7/3/18 3:00,1099.7359,1099.9192,1094.9517,1095.186,45400339
7/3/18 4:00,1098.8907,1100.0979,1097.9563,1099.8333,21197134
7/3/18 5:00,1098.8907,1098.8907,1098.8907,1098.8907,1000
7/3/18 6:00,1102.6393,1103.762,1097.6359,1099.1238,70521912
7/3/18 7:00,1099.0545,1103.0428,1098.8526,1102.5496,70175472
8/3/18 2:00,1097.8678,1102.2194,1096.3048,1096.8267,34576835
8/3/18 3:00,1096.8116,1098.6925,1096.3132,1097.587,32306914
8/3/18 4:00,1096.2669,1097.3623,1095.4344,1096.8004,11480964
8/3/18 5:00,1096.2794,1096.2794,1096.2794,1096.2794,1200
8/3/18 6:00,1096.7621,1099.8172,1096.3483,1097.0356,39321785
8/3/18 7:00,1099.0726,1099.4664,1095.6123,1096.5002,50008613
9/3/18 2:00,1101.1708,1102.6185,1099.2436,1099.8376,36970698
9/3/18 3:00,1104.7237,1106.0505,1099.8375,1100.738,43388248
9/3/18 4:00,1110.0222,1110.0248,1104.1902,1104.7574,16653328
9/3/18 5:00,1110.0418,1110.0418,1110.0418,1110.0418,25200
9/3/18 6:00,1114.9373,1115.8138,1109.6768,1110.1809,43173280
9/3/18 7:00,1122.4553,1123.3654,1114.1148,1114.7857,59870925
12/3/18 2:00,1120.7283,1123.9982,1119.7222,1123.2781,62765708
12/3/18 3:00,1123.1338,1126.3639,1120.2388,1120.6082,79902751
12/3/18 4:00,1124.193,1124.3211,1121.1512,1123.3447,30159873
12/3/18 5:00,1124.2799,1124.2799,1124.2799,1124.2799,298900
12/3/18 6:00,1124.8208,1125.1172,1121.2567,1124.2373,55705437
12/3/18 7:00,1125.1114,1125.8464,1123.6898,1124.8288,61577020
13/3/18 2:00,1134.9263,1137.6942,1120.7063,1122.9523,104451918
13/3/18 3:00,1133.9016,1135.7323,1131.8418,1134.898,99205183
13/3/18 4:00,1135.259,1135.6823,1130.255,1133.9377,21557834
13/3/18 5:00,1135.2822,1135.2822,1135.2822,1135.2822,900
13/3/18 6:00,1137.2023,1139.4832,1132.9511,1135.3496,56710718
13/3/18 7:00,1134.714,1137.9467,1131.2619,1137.3397,71783674
14/3/18 2:00,1127.3855,1131.3668,1125.0342,1129.7833,64363654
14/3/18 3:00,1124.0249,1128.0362,1124.0249,1127.471,71064001
14/3/18 4:00,1122.4672,1125.5947,1119.8414,1123.9648,25454227
14/3/18 5:00,1122.5352,1122.5352,1122.5352,1122.5352,21200
14/3/18 6:00,1122.3772,1124.2008,1121.1895,1123.276,49640284
14/3/18 7:00,1121.0312,1125.3561,1119.074,1122.3726,56236377
15/3/18 2:00,1116.0835,1121.3246,1111.8012,1118.799,58463889
15/3/18 3:00,1113.6318,1117.3007,1109.7857,1116.3897,48455703
15/3/18 4:00,1111.5922,1114.582,1110.4572,1113.7257,16145807
15/3/18 5:00,1111.4375,1111.4375,1111.4375,1111.4375,2300
15/3/18 6:00,1106.716,1112.606,1104.9669,1111.5932,55672711
15/3/18 7:00,1110.2954,1111.3792,1104.7936,1107.0041,62387294
16/3/18 2:00,1114.3992,1117.7456,1108.5364,1109.342,54089665
16/3/18 3:00,1114.9244,1116.8112,1113.2509,1114.2971,43916187
16/3/18 4:00,1111.7279,1115.6558,1111.6642,1114.6804,13193014
16/3/18 5:00,1111.7652,1111.7652,1111.7652,1111.7652,30900
16/3/18 6:00,1114.141,1115.2526,1111.8456,1111.9505,34766601
16/3/18 7:00,1108.3757,1114.8038,1108.012,1114.3149,62779654
19/3/18 2:00,1091.6761,1113.0599,1091.3636,1112.1506,88796907
19/3/18 3:00,1094.5466,1099.5019,1092.4026,1092.4026,48041009
19/3/18 4:00,1096.2138,1096.9755,1093.4572,1094.4922,13705178
19/3/18 6:00,1089.2755,1096.9056,1085.2673,1096.3504,38450150
19/3/18 7:00,1085.7267,1093.9537,1084.4239,1089.7997,47730096
20/3/18 2:00,1081.6303,1083.1595,1074.0157,1079.9359,38638407
20/3/18 3:00,1079.7015,1082.4885,1075.6904,1082.1803,40201160
20/3/18 4:00,1081.9461,1083.2797,1079.3321,1079.7132,11436642
20/3/18 5:00,1081.9461,1081.9461,1081.9461,1081.9461,300
20/3/18 6:00,1092.8647,1093.8683,1081.3555,1081.3555,31941284
20/3/18 7:00,1095.5839,1096.3463,1092.3845,1092.9501,42044240
21/3/18 2:00,1100.8524,1101.7276,1093.9278,1093.9278,35012255
21/3/18 3:00,1102.1914,1104.4989,1099.6116,1100.8123,70525315
21/3/18 4:00,1100.3959,1103.413,1099.5665,1102.052,19432240
21/3/18 5:00,1100.5507,1100.5507,1100.5507,1100.5507,400
21/3/18 6:00,1101.6874,1105.1701,1100.5219,1100.7368,35175811
21/3/18 7:00,1089.0443,1101.8312,1086.7185,1101.7392,63072525
22/3/18 2:00,1088.0919,1093.619,1085.6361,1085.6361,33272070
22/3/18 3:00,1085.8179,1089.2433,1080.8326,1088.1842,46580382
22/3/18 4:00,1087.2683,1087.3587,1082.5678,1085.8179,10597388
22/3/18 5:00,1087.2683,1087.2683,1087.2683,1087.2683,11500
22/3/18 6:00,1088.8032,1090.9518,1084.7418,1086.9716,26346988
22/3/18 7:00,1083.8543,1089.1822,1083.3458,1088.6104,43478084
23/3/18 2:00,1102.7054,1106.6142,1070.2729,1074.011,184877238
23/3/18 3:00,1128.5869,1132.5011,1102.1449,1103.3607,275768550
23/3/18 4:00,1128.3324,1134.1715,1127.8768,1128.5513,53325364
23/3/18 5:00,1128.4262,1128.4262,1128.4262,1128.4262,5200
23/3/18 6:00,1104.5333,1129.0308,1104.5333,1127.1888,181310672
23/3/18 7:00,1101.0764,1106.383,1093.1561,1105.1443,115826871
26/3/18 2:00,1060.2921,1094.8333,1035.2755,1094.536,316876497
26/3/18 3:00,1065.3204,1073.3051,1059.2267,1060.5563,117199499
26/3/18 4:00,1062.6243,1069.3853,1061.3138,1065.3488,27973864
26/3/18 5:00,1062.5109,1062.5109,1062.5109,1062.5109,4000
26/3/18 6:00,1063.935,1069.737,1060.3814,1063.0691,58696421
26/3/18 7:00,1079.7201,1080.7616,1063.8572,1064.1562,106010600
27/3/18 2:00,1073.8755,1077.9057,1066.9321,1069.2065,235227277
27/3/18 3:00,1081.6807,1082.4206,1073.7325,1073.9359,134907412
27/3/18 4:00,1082.5262,1084.3326,1080.054,1081.6848,49137630
27/3/18 5:00,1082.5262,1082.5262,1082.5262,1082.5262,16000
27/3/18 6:00,1083.3425,1086.6417,1081.4093,1082.5559,96415984
27/3/18 7:00,1097.3723,1099.4294,1078.8949,1083.2072,130963491
28/3/18 2:00,1096.1211,1097.4641,1079.6999,1084.5385,136155591
28/3/18 3:00,1087.1644,1096.6357,1084.988,1096.3027,116187850
28/3/18 4:00,1082.1176,1088.7728,1081.2286,1087.4789,53606522
28/3/18 5:00,1082.0981,1082.0981,1082.0981,1082.0981,66600
28/3/18 6:00,1085.8384,1090.0682,1079.6407,1082.2706,65241778
28/3/18 7:00,1080.0528,1087.3305,1076.5407,1085.8412,96959662
29/3/18 2:00,1084.5283,1090.9392,1077.7103,1081.0023,78870249
29/3/18 3:00,1084.8698,1088.8219,1079.6045,1084.6063,67793900
29/3/18 4:00,1083.1536,1086.4435,1081.6045,1085.0072,20076542
29/3/18 5:00,1083.1485,1083.1485,1083.1485,1083.1485,3000
29/3/18 6:00,1081.7493,1085.6882,1081.0941,1083.2905,45594438
29/3/18 7:00,1086.5683,1088.3146,1081.1327,1081.7646,83263209
30/3/18 2:00,1083.9278,1091.4537,1082.7294,1087.5469,81833630
30/3/18 3:00,1082.8111,1087.9221,1081.8919,1083.5988,101246920
30/3/18 4:00,1082.9401,1084.0244,1081.5486,1082.749,38330115
30/3/18 5:00,1082.9401,1082.9401,1082.9401,1082.9401,2200
30/3/18 6:00,1082.3931,1085.4048,1081.5399,1082.6619,55562516
30/3/18 7:00,1087.2621,1087.8241,1081.8349,1082.584,98928263
2/4/18 2:00,1098.9177,1112.7481,1097.8849,1109.1103,135725593
2/4/18 3:00,1099.0046,1100.1669,1094.172,1098.8928,86715425
2/4/18 4:00,1097.3877,1099.4825,1094.2883,1098.4526,30615932
2/4/18 5:00,1097.0987,1097.0987,1097.0987,1097.0987,21200
2/4/18 6:00,1098.7862,1099.5722,1096.3433,1097.6723,60604628
2/4/18 7:00,1109.9926,1110.546,1095.4504,1098.9429,127159364
3/4/18 2:00,1127.9175,1136.6617,1100.2191,1104.3544,153889582
3/4/18 3:00,1129.2839,1131.0306,1123.2868,1128.1872,82061803
3/4/18 4:00,1127.3104,1130.4922,1126.7044,1129.3896,23785661
3/4/18 5:00,1127.2695,1127.2695,1127.2695,1127.2695,10348
3/4/18 6:00,1122.6783,1130.8917,1121.8879,1127.2586,81732885
3/4/18 7:00,1119.7926,1124.6405,1115.4786,1122.4622,75624100
4/4/18 2:00,1117.0284,1127.6353,1111.4984,1124.7322,86911339
4/4/18 3:00,1121.2842,1123.6402,1115.2817,1118.0425,70704075
4/4/18 4:00,1128.2479,1129.2667,1120.545,1121.3813,30233847
4/4/18 5:00,1128.2321,1128.2321,1128.2321,1128.2321,9200
4/4/18 6:00,1125.2314,1131.7936,1124.508,1129.3894,74663958
4/4/18 7:00,1131.5479,1136.7765,1124.4683,1125.4231,170038936
9/4/18 2:00,1116.2385,1131.754,1107.6433,1131.6465,162269580
9/4/18 3:00,1114.2846,1118.4665,1110.8554,1116.2285,91823374
9/4/18 4:00,1119.9743,1120.9222,1113.3011,1114.4827,43653261
9/4/18 5:00,1119.9592,1119.9592,1119.9592,1119.9592,7700
9/4/18 6:00,1116.2695,1124.9965,1116.1336,1120.9256,63860810
9/4/18 7:00,1112.1699,1118.7467,1108.1873,1116.2769,84974865
10/4/18 2:00,1089.5072,1109.5497,1088.7493,1109.487,129476672
10/4/18 3:00,1090.7092,1096.4796,1087.1022,1092.1045,117734071
10/4/18 4:00,1085.5336,1091.4423,1085.5282,1090.693,26640399
10/4/18 6:00,1088.0361,1089.2558,1082.2871,1085.5925,53799079
10/4/18 7:00,1093.0185,1093.4732,1086.4269,1087.9829,62354226
11/4/18 2:00,1096.6508,1096.8396,1086.6028,1090.9424,86740619
11/4/18 3:00,1097.973,1101.0891,1095.3997,1096.4811,66013657
11/4/18 4:00,1099.8272,1101.5321,1097.149,1098.2677,18503873
11/4/18 6:00,1098.8071,1102.988,1097.1909,1100.0478,51125207
11/4/18 7:00,1104.5031,1105.1128,1098.4813,1098.875,73436141
12/4/18 2:00,1104.3403,1107.077,1100.2284,1103.5879,68193306
12/4/18 3:00,1103.1023,1106.3794,1099.5918,1104.5972,60810871
12/4/18 4:00,1101.2158,1105.29,1100.4912,1103.1956,24909513
12/4/18 5:00,1101.1962,1101.1962,1101.1962,1101.1962,1400
12/4/18 6:00,1100.1177,1104.5758,1100.0403,1100.9372,48354513
12/4/18 7:00,1096.3845,1103.7354,1095.5244,1100.1792,101401410
13/4/18 2:00,1100.1733,1102.259,1095.9884,1099.8952,50150484
13/4/18 3:00,1089.7824,1100.8275,1088.859,1099.8513,47180073
13/4/18 4:00,1089.3202,1093.2216,1086.5967,1089.7673,26409868
13/4/18 5:00,1089.3202,1089.3202,1089.3202,1089.3202,16300
13/4/18 6:00,1093.05,1096.1991,1089.6163,1089.6163,41674892
13/4/18 7:00,1088.5036,1093.4985,1087.2069,1092.5624,58834947
16/4/18 2:00,1089.6455,1098.8819,1088.3029,1098.8819,109137316
16/4/18 3:00,1093.4268,1097.0923,1089.6523,1089.6523,65227370
16/4/18 4:00,1087.0818,1093.7311,1086.0162,1093.5875,46869314
16/4/18 5:00,1087.335,1087.335,1087.335,1087.335,547300
16/4/18 6:00,1083.9693,1086.7908,1079.2619,1086.763,56145423
16/4/18 7:00,1086.5414,1088.6119,1083.033,1083.8752,56306128
17/4/18 2:00,1084.5075,1093.8836,1083.3778,1090.9984,310377480
17/4/18 3:00,1087.5408,1090.541,1081.8055,1084.0875,139186858
17/4/18 4:00,1088.2411,1089.6456,1084.9012,1087.5061,47110040
17/4/18 5:00,1088.2648,1088.2648,1088.2648,1088.2648,1600
17/4/18 6:00,1088.4622,1094.0926,1085.0719,1087.9046,109345247
17/4/18 7:00,1085.1745,1091.7026,1083.8276,1088.1869,102441441
18/4/18 2:00,1065.6262,1082.014,1064.2001,1080.8646,109184201
18/4/18 3:00,1068.8437,1070.6312,1061.9818,1065.1844,185938315
18/4/18 4:00,1071.1159,1071.9604,1068.1363,1068.7461,30713409
18/4/18 5:00,1071.0269,1071.0269,1071.0269,1071.0269,40200
18/4/18 6:00,1076.6931,1079.0413,1070.2622,1071.2709,77041612
18/4/18 7:00,1077.6676,1080.4928,1075.7994,1076.817,80374381
19/4/18 2:00,1074.0274,1079.026,1071.7255,1074.4471,90945227
19/4/18 3:00,1073.5864,1079.1006,1069.6735,1073.6828,82413526
19/4/18 4:00,1075.9693,1076.5917,1072.4983,1073.4926,23503639
19/4/18 5:00,1075.9693,1075.9693,1075.9693,1075.9693,300
19/4/18 6:00,1078.0422,1079.6266,1073.1568,1076.2067,59138159
19/4/18 7:00,1078.3395,1079.6131,1073.5099,1078.0758,85398440
20/4/18 2:00,1073.8266,1078.2834,1071.7999,1075.1222,78332659
20/4/18 3:00,1073.8624,1074.9348,1070.6992,1073.6491,89112867
20/4/18 4:00,1071.7345,1076.0559,1071.5037,1073.8624,29094131
20/4/18 5:00,1071.7345,1071.7345,1071.7345,1071.7345,1300
20/4/18 6:00,1067.7684,1072.1842,1066.043,1071.6856,56548690
20/4/18 7:00,1065.0148,1068.402,1062.2444,1067.7151,84643318
23/4/18 2:00,1064.1086,1067.9031,1060.1586,1067.0956,64438376
23/4/18 3:00,1059.9374,1065.6322,1057.4693,1064.1802,49730942
23/4/18 4:00,1057.3261,1060.8143,1055.2929,1060.1117,19591070
23/4/18 5:00,1057.2817,1057.2817,1057.2817,1057.2817,4300
23/4/18 6:00,1050.4274,1058.5619,1050.0392,1056.6394,43328040
23/4/18 7:00,1056.7141,1059.0134,1049.3205,1049.993,62994240
24/4/18 2:00,1060.9868,1062.2541,1056.3728,1057.1274,48044139
24/4/18 3:00,1062.6033,1062.9875,1056.2147,1060.8458,59641071
24/4/18 4:00,1064.5895,1065.1632,1061.2298,1062.4958,30751684
24/4/18 5:00,1064.9009,1064.9009,1064.9009,1064.9009,700
24/4/18 6:00,1064.2627,1066.1857,1062.1019,1065.1286,46186344
24/4/18 7:00,1066.9546,1068.4292,1063.0476,1064.2796,59180288
25/4/18 2:00,1065.3866,1073.4757,1061.4186,1063.868,50202901
25/4/18 3:00,1063.1559,1067.8782,1061.6911,1065.3135,55119511
25/4/18 4:00,1065.7539,1067.4645,1062.524,1063.184,12323686
25/4/18 5:00,1065.6937,1065.6937,1065.6937,1065.6937,6700
25/4/18 6:00,1063.2248,1066.963,1062.3828,1066.0186,52342366
25/4/18 7:00,1061.2821,1065.5364,1060.4447,1062.963,51591798
26/4/18 2:00,1055.2381,1063.773,1054.2019,1059.2285,48954490
26/4/18 3:00,1058.8444,1058.85,1050.9348,1055.0708,89791537
26/4/18 4:00,1057.4263,1059.7474,1055.7839,1058.6768,25950807
26/4/18 5:00,1057.4263,1057.4263,1057.4263,1057.4263,13300
26/4/18 6:00,1054.002,1057.9645,1051.7071,1057.361,59800018
26/4/18 7:00,1047.7132,1054.2548,1042.2639,1053.883,99967942
27/4/18 2:00,1050.3273,1054.6648,1047.7898,1050.6188,77185522
27/4/18 3:00,1050.6595,1055.6696,1047.9399,1050.3302,54608406
27/4/18 4:00,1052.5481,1055.5131,1050.3713,1050.6375,16445938
27/4/18 5:00,1052.6122,1052.6122,1052.6122,1052.6122,9600
27/4/18 6:00,1051.5715,1055.4595,1048.6659,1052.1937,34085732
27/4/18 7:00,1052.2956,1054.958,1051.5734,1051.5734,56338809
2/5/18 2:00,1045.8036,1054.985,1040.1804,1053.6676,64141605
2/5/18 3:00,1045.8315,1046.3603,1041.9917,1045.8139,57931806
2/5/18 4:00,1046.6024,1050.2602,1045.303,1045.7683,23831574
2/5/18 5:00,1046.6024,1046.6024,1046.6024,1046.6024,17700
2/5/18 6:00,1047.6652,1051.1654,1045.8509,1046.6901,48394991
2/5/18 7:00,1046.5251,1050.3043,1043.8952,1048.1475,64264761
3/5/18 2:00,1058.8531,1059.8493,1047.1308,1048.363,69125638
3/5/18 3:00,1061.2786,1063.8224,1056.9539,1058.6251,83712040
3/5/18 4:00,1065.728,1066.3118,1061.3514,1061.3514,46128789
3/5/18 5:00,1066.1284,1066.1284,1066.1284,1066.1284,15700
3/5/18 6:00,1066.501,1067.4424,1064.4731,1065.8655,57403593
3/5/18 7:00,1067.7155,1069.2117,1065.4025,1066.4846,42646014
4/5/18 2:00,1068.0544,1070.2922,1063.6604,1066.8801,58896166
4/5/18 3:00,1068.6243,1070.6392,1065.451,1067.8622,42672738
4/5/18 4:00,1068.6236,1070.3936,1067.4519,1068.2277,14558336
4/5/18 5:00,1068.6236,1068.6236,1068.6236,1068.6236,2900
4/5/18 6:00,1069.8549,1072.4881,1066.5465,1068.6613,34072353
4/5/18 7:00,1076.05,1080.5101,1068.928,1069.8659,62075591
7/5/18 2:00,1076.6778,1076.9618,1071.6166,1075.5203,51928832
7/5/18 3:00,1079.7212,1080.6984,1076.4505,1076.9619,51579626
7/5/18 4:00,1081.5356,1082.6985,1079.2661,1079.6114,17647672
7/5/18 5:00,1081.5432,1081.5432,1081.5432,1081.5432,5500
7/5/18 6:00,1082.2962,1082.5209,1079.0794,1081.7805,40496710
7/5/18 7:00,1083.6944,1083.8277,1081.0653,1082.3227,66869647
